center,left,right,steering,throttle,brake,speed
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_03_285.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_03_285.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_03_285.jpg,-0.1114369,0.2032564,0,23.22118
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_03_361.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_03_361.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_03_361.jpg,-0.1114369,0,0,23.0424
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_03_433.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_03_433.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_03_433.jpg,-0.1114369,0,0,22.8556
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_03_513.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_03_513.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_03_513.jpg,-0.1114369,0,0,22.67076
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_03_598.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_03_598.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_03_598.jpg,0,0,0,22.48537
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_03_678.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_03_678.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_03_678.jpg,0,0,0,22.30428
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_03_765.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_03_765.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_03_765.jpg,0,0,0,22.12564
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_03_852.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_03_852.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_03_852.jpg,0,0,0,21.87535
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_03_934.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_03_934.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_03_934.jpg,0,0,0,21.69344
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_019.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_019.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_019.jpg,0,0,0,21.50412
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_098.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_098.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_098.jpg,0,0,0,21.30062
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_186.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_186.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_186.jpg,0,0,0,21.11087
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_279.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_279.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_279.jpg,0,0,0,21.05763
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_360.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_360.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_360.jpg,0,0,0,20.90726
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_442.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_442.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_442.jpg,0,0,0,20.77522
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_526.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_526.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_526.jpg,0,0,0,20.61562
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_610.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_610.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_610.jpg,0,0,0,20.08713
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_692.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_692.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_692.jpg,-0.01466276,0,0,19.91846
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_777.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_777.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_777.jpg,-0.03812317,0,0,19.74977
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_860.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_860.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_860.jpg,-0.04398827,0,0,19.58128
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_04_942.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_04_942.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_04_942.jpg,-0.05278593,0,0,19.41113
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_030.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_030.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_030.jpg,-0.05865103,0,0,19.60114
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_117.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_117.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_117.jpg,-0.06451613,0,0,19.45053
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_197.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_197.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_197.jpg,-0.07331378,0,0,19.3004
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_286.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_286.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_286.jpg,-0.07917888,0,0,19.14989
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_373.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_373.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_373.jpg,-0.1026393,0,0,18.47834
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_452.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_452.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_452.jpg,-0.1055719,0,0,18.32177
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_540.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_540.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_540.jpg,-0.1055719,0,0,18.16617
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_628.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_628.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_628.jpg,-0.1055719,0,0,18.01086
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_709.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_709.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_709.jpg,-0.1055719,0,0,18.32509
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_793.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_793.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_793.jpg,-0.1055719,0,0,18.17894
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_877.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_877.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_877.jpg,-0.1055719,0,0,18.03399
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_05_961.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_05_961.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_05_961.jpg,-0.1173021,0,0,17.88943
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_046.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_046.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_046.jpg,-0.1524927,0,0,17.74335
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_138.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_138.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_138.jpg,-0.1642229,0,0,17.03389
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_219.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_219.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_219.jpg,-0.1788856,0,0,16.88624
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_305.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_305.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_305.jpg,-0.2140763,0,0,16.74079
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_387.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_387.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_387.jpg,-0.2258064,0,0,16.59733
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_491.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_491.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_491.jpg,-0.2434018,0,0,16.96055
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_579.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_579.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_579.jpg,-0.2580645,0,0,16.82359
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_668.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_668.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_668.jpg,-0.2727273,0,0,16.11358
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_750.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_750.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_750.jpg,-0.3167155,0,0,15.98314
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_830.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_830.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_830.jpg,-0.3167155,0,0,15.85647
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_06_917.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_06_917.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_06_917.jpg,-0.2932551,0,0,15.7284
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_005.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_005.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_005.jpg,-0.2580645,0,0,15.60452
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_091.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_091.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_091.jpg,-0.1348974,0,0,15.98214
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_178.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_178.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_178.jpg,-0.01173021,0,0,15.85419
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_259.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_259.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_259.jpg,0.04692082,0,0,15.72606
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_346.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_346.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_346.jpg,0.09677419,0,0,15.60049
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_450.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_450.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_450.jpg,0.09677419,0,0,15.41635
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_527.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_527.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_527.jpg,0.09677419,0,0,15.29461
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_607.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_607.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_607.jpg,0.1114369,0,0,15.17313
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_700.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_700.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_700.jpg,0.202346,0,0,15.03897
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_776.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_776.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_776.jpg,0.202346,0,0,14.91191
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_861.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_861.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_861.jpg,0.202346,0,0,14.78128
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_07_950.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_07_950.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_07_950.jpg,0.1847507,0,0,14.14983
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_036.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_036.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_036.jpg,0.06158357,0,0,14.03399
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_126.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_126.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_126.jpg,-0.05571847,0,0,13.92426
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_211.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_211.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_211.jpg,-0.1026393,0,0,14.22141
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_299.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_299.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_299.jpg,-0.1260997,0,0,14.10152
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_377.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_377.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_377.jpg,-0.1260997,0,0,14.02729
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_468.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_468.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_468.jpg,-0.1260997,0,0,13.31652
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_559.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_559.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_559.jpg,-0.1759531,0,0,13.17062
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_645.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_645.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_645.jpg,-0.1788856,0,0,13.08451
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_732.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_732.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_732.jpg,-0.1906158,0,0,13.45908
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_816.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_816.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_816.jpg,-0.202346,0,0,13.34961
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_902.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_902.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_902.jpg,-0.202346,0,0,13.24363
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_08_986.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_08_986.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_08_986.jpg,-0.202346,0,0,13.14704
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_082.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_082.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_082.jpg,-0.1114369,0,0,12.45194
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_163.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_163.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_163.jpg,-0.09677419,0,0,12.38011
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_245.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_245.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_245.jpg,-0.09677419,0,0,12.29303
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_340.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_340.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_340.jpg,-0.09677419,0,0,12.68449
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_433.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_433.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_433.jpg,-0.09677419,0,0,11.9825
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_512.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_512.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_512.jpg,-0.09677419,0,0,11.88203
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_599.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_599.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_599.jpg,-0.05571847,0,0,11.78299
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_703.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_703.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_703.jpg,-0.04985337,0,0,12.20951
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_778.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_778.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_778.jpg,-0.04985337,0.2233737,0,12.35719
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_863.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_863.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_863.jpg,-0.04985337,0.4867265,0,12.24267
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_09_946.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_09_946.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_09_946.jpg,-0.04985337,0.7254755,0,12.79369
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_10_029.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_10_029.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_10_029.jpg,-0.05571847,0.9814697,0,14.07741
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_10_091.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_10_091.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_10_091.jpg,-0.05571847,1,0,14.89686
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_10_177.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_10_177.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_10_177.jpg,-0.05571847,1,0,15.73184
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_10_264.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_10_264.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_10_264.jpg,-0.05571847,1,0,16.55968
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_10_350.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_10_350.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_10_350.jpg,-0.05571847,1,0,17.76353
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_10_438.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_10_438.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_10_438.jpg,-0.05571847,1,0,18.58704
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_10_522.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_10_522.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_10_522.jpg,-0.05865103,1,0,19.3978
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_10_601.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_10_601.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_10_601.jpg,-0.05865103,0.7612733,0,20.00367
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_10_686.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_10_686.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_10_686.jpg,-0.05865103,0.5089132,0,20.3691
C:\Users\zzyan\Desktop\Data_0417\IMG\center_2017_04_17_22_12_10_773.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\left_2017_04_17_22_12_10_773.jpg,C:\Users\zzyan\Desktop\Data_0417\IMG\right_2017_04_17_22_12_10_773.jpg,-0.05865103,0.2470755,0,20.34861
