center,left,right,steering,throttle,brake,speed
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_17_422.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_17_422.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_17_422.jpg,0.3782991,0,0,14.30495
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_17_558.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_17_558.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_17_558.jpg,0.398827,0,0,14.55583
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_17_695.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_17_695.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_17_695.jpg,0.4193548,0,0,13.8078
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_17_842.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_17_842.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_17_842.jpg,0,0,0,14.11979
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_17_978.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_17_978.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_17_978.jpg,0,0,0,13.3564
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_18_115.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_18_115.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_18_115.jpg,0,0,0,13.71269
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_18_251.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_18_251.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_18_251.jpg,0,0,0,13.51965
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_18_384.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_18_384.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_18_384.jpg,0,0,0,12.76455
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_18_521.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_18_521.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_18_521.jpg,0,0,0,13.13382
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_18_660.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_18_660.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_18_660.jpg,0,0,0,12.38743
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_18_791.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_18_791.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_18_791.jpg,-0.01759531,0,0,12.2296
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_18_921.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_18_921.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_18_921.jpg,-0.01759531,0,0,12.59917
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_19_045.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_19_045.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_19_045.jpg,0.005865103,0,0,12.44356
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_19_182.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_19_182.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_19_182.jpg,0.005865103,0,0,11.71489
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_19_324.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_19_324.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_19_324.jpg,0,0,0,12.08046
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_19_441.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_19_441.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_19_441.jpg,0,0,0,11.94729
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_19_571.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_19_571.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_19_571.jpg,0,0,0,11.77929
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_19_687.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_19_687.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_19_687.jpg,0,0,0,11.35317
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_19_805.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_19_805.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_19_805.jpg,0,0,0,11.2584
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_19_950.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_19_950.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_19_950.jpg,0,0,0,11.14904
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_20_040.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_20_040.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_20_040.jpg,0,0,0,11.0533
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_20_158.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_20_158.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_20_158.jpg,0,0,0,10.91972
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_20_276.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_20_276.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_20_276.jpg,0,0,0,10.78831
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_20_393.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_20_393.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_20_393.jpg,0,0,0,10.65849
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_20_512.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_20_512.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_20_512.jpg,0.01466276,0,0,10.53031
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_20_639.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_20_639.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_20_639.jpg,0.04105572,0,0,10.40381
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_20_758.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_20_758.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_20_758.jpg,0.05865103,0,0,10.27864
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_20_873.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_20_873.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_20_873.jpg,0.06451613,0,0,10.15525
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_20_990.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_20_990.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_20_990.jpg,0.06451613,0,0,10.05369
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_21_109.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_21_109.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_21_109.jpg,0.09677419,0,0,9.931359
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_21_225.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_21_225.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_21_225.jpg,0.1348974,0,0,9.809473
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_21_353.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_21_353.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_21_353.jpg,0.1876833,0,0,9.666341
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_21_470.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_21_470.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_21_470.jpg,0.2316716,0,0,9.563886
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_21_589.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_21_589.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_21_589.jpg,0.255132,0,0,9.445308
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_21_706.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_21_706.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_21_706.jpg,0.3108504,0,0,9.323024
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_21_821.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_21_821.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_21_821.jpg,0.3607038,0,0,9.200356
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_21_937.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_21_937.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_21_937.jpg,0.3782991,0,0,9.083411
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_22_068.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_22_068.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_22_068.jpg,0.3812317,0,0,8.97036
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_22_189.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_22_189.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_22_189.jpg,0.3812317,0,0,8.859053
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_22_305.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_22_305.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_22_305.jpg,0.3812317,0,0,8.749722
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_22_420.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_22_420.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_22_420.jpg,0.3812317,0,0,8.641342
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_22_535.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_22_535.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_22_535.jpg,0.3812317,0,0,8.534056
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_22_655.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_22_655.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_22_655.jpg,0.3372434,0,0,8.434131
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_22_774.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_22_774.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_22_774.jpg,0.1583578,0,0,8.334929
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_22_888.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_22_888.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_22_888.jpg,0.143695,0,0,8.251803
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_23_014.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_23_014.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_23_014.jpg,0.1378299,0,0,8.135032
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_23_128.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_23_128.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_23_128.jpg,0.1290323,0.3477826,0,8.450277
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_23_249.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_23_249.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_23_249.jpg,0.1143695,0.701367,0,9.339814
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_23_360.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_23_360.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_23_360.jpg,0.1085044,1,0,10.64991
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_23_477.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_23_477.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_23_477.jpg,0.09677419,1,0,12.09838
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_23_593.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_23_593.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_23_593.jpg,0.07917888,0.6561005,0,13.00509
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_23_725.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_23_725.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_23_725.jpg,0.07917888,0.3016828,0,12.78843
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_23_856.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_23_856.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_23_856.jpg,0.07917888,0,0,13.16933
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_23_971.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_23_971.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_23_971.jpg,0.07917888,0,0,13.01851
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_24_086.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_24_086.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_24_086.jpg,0.07917888,0,0,12.30503
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_24_207.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_24_207.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_24_207.jpg,0.07917888,0,0,12.17562
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_24_332.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_24_332.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_24_332.jpg,0.07917888,0,0,12.54166
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_24_457.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_24_457.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_24_457.jpg,0.07917888,0,0,12.21472
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_24_577.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_24_577.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_24_577.jpg,0.07917888,0,0,12.07781
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_24_694.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_24_694.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_24_694.jpg,0.07917888,0,0,11.92684
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_24_809.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_24_809.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_24_809.jpg,0.1026393,0,0,11.60057
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_24_926.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_24_926.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_24_926.jpg,0.1290323,0,0,11.48062
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_25_047.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_25_047.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_25_047.jpg,0.2228739,0,0,11.34305
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_25_178.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_25_178.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_25_178.jpg,0.3695015,0,0,11.27469
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_25_274.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_25_274.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_25_274.jpg,0.4662757,0,0,11.11381
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_25_390.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_25_390.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_25_390.jpg,0.5923753,0,0,10.95774
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_25_511.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_25_511.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_25_511.jpg,0.6217009,0,0,10.80102
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_25_629.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_25_629.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_25_629.jpg,0.6217009,0,0,10.6631
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_25_756.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_25_756.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_25_756.jpg,0.6891496,0,0,10.48294
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_25_876.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_25_876.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_25_876.jpg,0.6891496,0,0,10.34621
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_25_994.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_25_994.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_25_994.jpg,0.6891496,0,0,10.213
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_26_108.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_26_108.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_26_108.jpg,0.6891496,0,0,10.10171
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_26_225.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_26_225.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_26_225.jpg,0.6891496,0,0,9.968147
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_26_344.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_26_344.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_26_344.jpg,0.6627567,0,0,9.842857
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_26_465.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_26_465.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_26_465.jpg,0.6070381,0,0,9.727048
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_26_587.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_26_587.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_26_587.jpg,0.483871,0,0,9.622917
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_26_704.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_26_704.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_26_704.jpg,0.340176,0,0,9.516844
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_26_816.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_26_816.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_26_816.jpg,0.3049853,0,0,9.403166
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_26_931.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_26_931.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_26_931.jpg,0.2228739,0,0,9.290738
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_27_044.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_27_044.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_27_044.jpg,0.1671554,0,0,9.197274
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_27_162.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_27_162.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_27_162.jpg,0.03812317,0,0,9.080712
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_27_284.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_27_284.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_27_284.jpg,0.03519062,0,0,8.968005
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_27_392.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_27_392.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_27_392.jpg,-0.05571847,0,0,8.853186
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_27_504.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_27_504.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_27_504.jpg,-0.1524927,0,0,8.75387
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_27_611.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_27_611.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_27_611.jpg,-0.1876833,0,0,8.641778
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_27_721.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_27_721.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_27_721.jpg,-0.1935484,0,0,8.552954
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_27_840.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_27_840.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_27_840.jpg,-0.202346,0,0,8.448635
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_44_27_956.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_44_27_956.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_44_27_956.jpg,-0.2316716,0,0,8.34434
